visitor_id,client_id
706771837_52194723708,76776
664003424_86243725561,77071
549636240_17059725554,77276
549542040_9243616915,77513
355912482_89298904444,77651
573076023_22043121115,77933
323882352_16966901014,78720
499189400_86050658999,78728
103358015_71540220454,78779
290887154_68130652789,78779
58891198_41860073058,78917
733405585_83563406693,79127
179971696_7965661641,79229
832864808_81107690410,79452
55921025_8176529377,79571
828490186_72406648289,79571
522553224_38366941939,79669
337095511_72786880840,79679
168395244_62008133376,79819
315897161_81581078420,79897
868256313_65111824139,79897
313978003_70151417047,79897
817611526_99915676607,80006
551735811_73042234760,80126
858269111_61883090367,80127
929042007_13315662273,80241
351892697_33634242105,80275
786698906_63688931496,80479
950046187_55725862992,80479
528487041_17251121818,80479
347902156_96782120120,80559
585155814_72398226475,80801
116710954_32986424063,80915
686459683_83483963961,81102
985083010_3798485190,81119
422953578_81124801582,81303
347381914_2719380619,81601
70574991_44970081212,81601
447564378_71601113780,81720
863842652_40609882115,81720
840165069_79914946536,81816
651554010_72966877074,81976
708608244_75483841084,82206
856800536_87449538307,82376
788891716_30233411263,82560
165705561_99663584734,82566
534347774_70632241399,82712
947123507_74793404128,82712
640773037_65421560296,82712
43564677_63716938425,82723
834461244_64652417433,82772
122268084_82834617656,82869
263643184_50689332447,83158
554387165_75950158076,83447
514671832_96679230042,83507
575576646_4763934464,83585
642395897_45801693855,83683
416513102_92928946465,83795
168640190_92458128138,84108
128666184_89888585724,84464
681681248_35009595637,84480
146952063_90069386714,84596
862164494_85494890959,84624
546100967_29431500871,84658
164543250_104079318,84658
876787261_95936074518,84976
857348223_18277703314,85097
631484806_26776875094,85515
674283561_71837039651,85793
979966534_72796203514,86035
466318496_92684807059,86499
213285569_94748296377,86616
78778412_65842551903,86699
232895288_25484681291,86780
816834338_74160924176,86877
364357975_49403410686,87162
235114755_24477340433,87218
910782635_46965641357,87300
84213313_86787354459,87424
888102964_6488894424,87449
468856842_41982705828,88378
214205555_46022098554,88723
436545321_8320042974,88759
498752394_21356286082,88986
266717833_98903612091,89039
582571766_59090417636,89052
365572967_15193040764,89108
131621681_61341097127,89116
65817620_32947336828,89257
722831704_51645599891,89604
716961383_38654136848,89645
883231788_18862451178,89693
937318017_10820435928,89812
538130571_96270266585,89959
186662783_10817257186,90324
618598052_41285219145,90360
751336704_88405121065,90383
930767984_73483499005,90596
828800229_91771690443,90596
310329361_42239430387,91110
624344848_84479433023,91254
412718152_39465973956,91443
678990661_20399363727,91443
178563390_23741004084,91633
823785517_69017572651,92066
587122839_77968384420,92137
832509920_54033483626,92665
444617501_9507124305,92808
71801669_99649736115,92808
315889830_67207264956,92864
44559662_12767213448,93127
659415856_56123573912,93127
112990311_12712336723,93137
771276512_67573536983,93370
30900012_89045826753,93480
777650406_84069800466,93610
294729789_51014024713,93751
387100698_98924994192,93870
122063064_22490029408,93915
528507834_88021797735,94012
851960130_8659045964,94234
559106925_12482260097,94510
959156855_73638788272,94552
432243928_51927256408,94552
439088236_38089704067,94552
780620553_13020076689,94662
903987317_91896449276,94662
187560449_16280791382,94767
3815196_38250000729,94778
185277632_55508062441,94914
740191793_15566242582,95035
860679584_33387600337,95199
8780335_22711124934,95453
155187116_95404281280,96190
904338263_71792264232,96548
106981092_53960920167,96787
7833554_1299514827,96845
486574527_56537847245,97147
981280744_120143523,97170
708759430_36042403602,97322
945537337_76930664907,97424
438192032_99475936573,97590
917474705_90488900889,97723
299693118_1709178452,97966
426011023_70057435221,98248
660844876_46151613480,98248
791268419_47031531956,98337
866611844_2262347832,98860
785296057_97267661248,99149
909607784_38540978421,99149
319069220_83653200651,99208
433614331_56537729809,99811
244391209_1606080843,100118
50881566_47435184410,100250
179430940_22221667793,100503
46089148_27111188039,100888
826724117_20984938792,100940
139982381_84644169736,101143
89296025_66997514521,101220
405099375_97051901142,101246
475832867_1353726342,101246
258778250_59138244870,101818
515656502_36819456445,102859
8325952_82544564199,102884
749934293_7492291070,103515
247918770_64527325923,103622
881955108_44786513438,103627
988276848_15432517939,103669
233141449_31045903960,104190
973572225_11347870125,104328
666284448_77182038358,104328
605316783_64041255739,104643
941164826_86972312621,104781
4119383_9641819826,104884
530745219_93017568086,104972
676020267_36602664238,105007
649410248_25903995082,105026
570176024_72917068401,105357
896606788_98437433340,105360
2287956_63451426604,105623
210067768_31857521930,106102
669399269_76503053253,106137
110662515_52050757677,106457
913345537_58533784055,106457
286798585_3504387086,106457
705714635_90761190313,106501
397260158_63528478427,108335
532408575_29730210600,108335
302323057_460725211,108419
713067968_90441430889,108438
631907002_66781105943,108892
569622774_88261708161,109175
910859847_69307434600,109175
74035521_61409207475,109413
318713648_83247113994,109465
219601382_56270107115,109662
475424419_54582427067,109859
506217381_80328878130,109859
869455232_40469802426,109932
667191888_97273373713,109932
724068672_70419850586,110028
550790319_20855504662,110212
366926355_98025737046,110288
407832057_61100405773,110772
168860660_11275315011,110890
978521250_81829593758,111012
14063373_99841751710,111162
611496545_86719736966,111304
266055493_52634308704,111477
193725435_82130832832,112128
830461011_47599544690,112766
334625081_72604094816,113597
110417814_65909855915,113852
36821990_2580426091,113903
770986782_17192613679,113951
183033707_32177214286,113964
698342456_20487912439,114459
458674591_652536179,114541
869181467_30075960218,114542
281540239_3389431136,114566
443916307_40065251942,114780
343193814_89029812271,115163
817647594_7807286123,115570
87995613_54379608893,115597
79622908_59234823489,115834
179675442_10417237405,115839
376941435_90052446593,115973
356908284_14918196069,116248
748170178_5687634084,116345
175389753_25530095819,116384
68004879_58357825889,116505
436702882_86972469980,116682
492090004_30432099852,116693
706284228_89294071101,117032
668050216_23588164178,117032
674723958_89748234102,117276
568189616_48091165097,117320
571761037_41848791427,117457
992829917_95691820229,117520
385927248_38218942237,117621
53197465_88587020745,117883
9221636_77760367759,117916
374753105_98088955424,117979
776127515_36646891436,117979
423047351_31555073589,118358
908374908_77096168140,118415
919428562_91859575137,118446
428885201_32390170279,118576
360014541_87761783238,118723
350089902_54266680731,118964
408771549_67362994578,118966
447381795_2977752189,119006
109743231_98459733676,119006
738922298_6931161127,119599
820059231_33797236671,119634
122074080_37259875301,120089
488394737_20284265969,120309
811653600_94281723105,120351
586058163_24930070835,120660
271327677_52020751414,120830
396753504_86963657654,120872
398793468_24903416953,121029
246891072_32800864789,121238
147210078_5238634778,121354
572467096_50856142425,121536
812622516_42182657306,121672
919824010_68496655052,122093
478390874_81942341909,122493
553682354_64525805330,122526
895269234_30348294813,122790
237977729_33060024853,123141
364211172_28640219522,123311
148639960_64627368607,123552
943215397_47695852310,123853
645875304_50940952900,124118
377371820_20980760755,124118
159398722_70100717487,124572
58374483_40066590434,124614
663560595_73437772832,124624
547315360_15171356426,124646
922280837_89073485618,124916
446502152_379276190,125022
308136434_91536530059,125124
574986319_52955652647,125273
86626816_39833722798,125305
71206629_1262001843,125679
6508610_62218651538,125679
770613484_50459207625,125750
636396882_1920964925,126090
321627509_35465256543,126090
95396386_88555663981,126090
980353032_33875204238,126171
707401068_53674101044,126259
356171425_32179587778,126285
921440290_77432638910,126288
369291810_99885563584,126309
182136249_56973886251,126524
241524422_81995213034,126758
459514930_46366739634,126759
580516897_52679499216,126853
336117792_48437073412,126893
959329776_13554384029,127331
69881482_65232407114,127396
940387059_47014948674,127477
376671829_13202246297,127825
579066027_58581273093,127921
631063905_10806461867,128147
781133043_30282627574,128230
421518297_83678743865,128801
897287229_53009422925,128919
437371872_44640051307,128983
905050134_82594668200,129549
228212334_78576161883,129659
476107928_20786500124,130031
5768439_5754036154,130452
647076853_40338764708,130952
602899881_94965593849,131064
807623726_29466832707,131973
639186618_24257345312,132547
760726306_47609145074,133096
409131561_54269500505,133096
796117285_25354023544,133101
824304286_13328223392,133340
512387387_54653266972,133394
578183898_14394948154,133471
520301538_69648105377,133487
325510630_25821236859,133522
127820124_48998568447,133522
887954469_3437555534,133565
682302164_14002624080,133631
108098820_17076722230,133742
988532116_29598918384,133742
726180811_2275765284,133779
804140173_79555586451,134164
427589586_71627068018,134207
614908205_47346930442,134282
466331876_70042626886,134286
846941027_8055535169,134286
922783489_8647361524,134582
142554613_76809013819,134657
206854611_51502171809,134829
512502686_11014121554,135199
59863784_32003824003,135254
46081630_70983544744,135842
915293313_25294788378,135917
232445801_39750354449,135969
999669334_52101408980,136138
579141133_3946081914,136237
369395634_1050282607,136873
258027072_91986085319,136978
721543516_31532996324,136986
769331028_76815358420,137016
753028704_7561512518,137061
302442396_39827376368,137061
336115628_49651784086,137412
317168872_26720518966,137555
417707482_48832580128,137781
491868909_94172690025,137816
191812414_14234673795,137933
800221371_70402781461,138002
816789777_66173189856,138093
186144210_11426268389,138395
136345537_44957066996,138686
130005216_56328392917,138741
913793160_22988495127,138790
2017942_17304663748,139079
520651143_34972874899,139808
610806833_28136174977,139872
295340148_54048995591,139979
417336806_18396220706,139979
134397790_78791168168,139996
931587575_6960387283,140020
193538768_85229185035,140020
38778935_54267683469,140116
896555484_56781518393,140488
156924540_25052490926,140489
535374112_84776251633,140683
61568684_90038136384,140690
358815664_39380821119,141417
362020128_74397732825,141591
625388692_7252020527,141602
258961879_52616051213,141602
725944632_76771727564,141643
205106263_97799401459,142351
929578411_26479654428,142579
716405420_5538629308,142667
14210293_27719958956,142695
59134623_43952549306,142725
606697052_94792842615,143218
521919148_19376123900,143271
856028822_31051202081,143610
889569234_52604203280,143688
35187441_79200829139,143691
924930322_25492173604,144169
713596436_18720683419,144244
26820282_40278680037,144678
156135569_32974310784,144773
128987397_18068137531,145106
370996738_87876273770,145810
232729145_54971709504,146072
891219705_165943577,146205
530643535_71560743815,146317
192651052_19603299862,146390
994789422_32237997524,146579
512123486_65556272258,146603
977242928_20779141593,147033
782664081_96315279601,147077
40984834_16475212916,147316
547220881_42496163209,147852
278327305_474191557,148037
199417394_84393343468,148076
856557177_28558219764,148099
331063885_87616509545,148217
117929981_50686350202,148347
808095482_49493373772,148369
41435385_81413663830,148391
292534571_57475267009,148391
941843782_62201414541,148445
956032395_99541567931,148445
960924149_49606500046,148445
99451010_19109292840,148445
927530217_14845807404,148448
989151353_44499651334,148448
251339446_89940083212,148850
490808310_25067615992,148954
641486389_87363745166,149108
710829283_11652915403,149192
637914120_6448786946,149265
930882887_58429182785,149593
307242512_77823732038,149635
653886555_63319184704,149685
603810144_64853948182,150095
476583724_16583038641,151250
518734506_32427719131,151444
619798696_96541452614,151897
104639417_71299051039,152356
898034825_72883522114,152661
733796184_8275954599,153841
889731363_34089538782,154143
343284803_80796802734,154143
96842655_23471406936,154147
637523864_82283430316,154150
94536020_71398295714,154458
523509952_36934278587,154640
935510638_27156865432,154658
57932207_50606882524,154782
362686350_1165863340,154809
262850691_74578736884,154809
998774924_12697887919,154809
826203203_42951411639,155526
572348284_17230735968,156105
620528431_96357305876,156105
288047997_43693835876,156105
65596569_59667359005,156105
408687729_6529724578,156105
980758253_53915015965,156105
460516171_49906501006,156105
698688123_5632026070,156894
408934224_67728575217,156945
898285252_49595259682,157106
660361430_32769124970,157209
587460095_42905780731,157852
137553111_41780892291,157871
38722703_94415399976,157871
298044239_15680175640,158047
512855816_38701174659,158141
908800384_3899861426,158201
435857651_99177186625,159268
692699119_22521216865,159558
954150259_60765124157,159558
899737723_42575128015,159617
193902109_20096870770,159687
50053747_12587229468,159728
928654858_52712294551,159823
973841705_49032031915,159823
449739258_91604964267,159875
779739594_10344236457,159908
945237169_2840984206,159970
421165506_92804473835,160085
365659040_32833210262,160144
831323093_85084191071,160466
613189111_77187281373,160466
169279453_69713296821,160616
50568445_24632728238,160654
252530510_15420051285,160741
201793024_85378737060,160938
117950745_16416158968,161074
136571239_91229074754,161108
729215489_62754507499,161127
806611941_70631429223,161440
599042390_68732873236,161491
765654469_31935942002,161491
931559906_50899534952,161771
576817222_65407577573,161792
38623529_97193720214,162127
345798447_67129599176,162388
263192484_93650215896,162575
97541431_93205806404,162867
949209106_23533407850,162894
660525036_52820800219,163907
379410159_91574916158,164324
899213296_49259160836,165301
407137411_41316206788,165428
762030461_15273940216,165765
669910984_94169102270,165890
518437728_20180296947,165900
440810340_5312520579,166017
775888200_66350353104,166017
227732212_84479004362,166154
641072540_4459848010,166289
117610931_30872134110,166315
837586551_64926189158,166702
128234_95881530205,166715
445217578_8917253429,167496
962157102_48981325374,168266
280777739_66931277449,168727
39038569_40188771848,168940
64777248_7974248122,168989
294586588_88866189557,169185
285489683_15479420183,169185
315798845_85294622287,169560
401505363_34877128862,169620
387230470_60575179420,169784
933199136_4483396537,170383
186829476_99580166147,170462
414694218_87345367052,170462
324661174_24210384871,170462
84733333_72833030279,170507
505024126_55877288060,170660
942883240_4457711555,170798
672308706_62532740766,170798
281586358_46570748246,170865
986582298_18281157568,170895
238399402_45345053025,170896
60840054_89010755280,171096
329761212_31165666759,171484
798321987_3666475464,171492
283865656_72885894423,171583
138134328_46749625354,171597
985099376_14787398047,171971
593675598_37547205435,172422
66870046_88956947666,172858
130994855_9267162041,173084
394598523_25278376471,173122
124822436_24508995359,173784
104282300_70424440403,173784
658583569_78036299439,174238
24540175_14043171789,174238
431778395_65406195552,174244
843276922_23383891490,174360
791943204_12979847770,174800
868803338_10362077899,174806
585738049_20238015557,175033
286018630_70754185238,175128
327486508_8797531557,175196
489242166_81438159914,175625
589640233_7636497003,175752
739211391_28638698419,175784
599696439_87705001271,175907
375710889_39714183106,176114
114792305_62055563374,176808
647504309_96904736424,176963
436433650_6302213701,176966
23376705_15713029791,177581
367440669_67268437273,177765
311801388_68836572893,177876
64145939_96274980453,177990
727239132_57810671319,178125
501064532_6119419226,178214
409805848_9529911902,178493
87983357_83786385363,178853
9060531_53673085513,179027
514747686_57850340762,179076
379917731_69816400563,179119
647546382_69030771828,179358
158783814_50343106738,179489
102921904_72968523094,179667
550203880_76144302696,180142
541357931_95608724406,180381
401587967_22660305527,180404
635962733_54217898396,180425
443342549_63744145430,180953
320735932_89341003805,180953
904541254_84438974596,181125
903470917_75594375326,181254
448475258_53410462036,181254
972256804_93842161114,182074
612258785_20514586574,182574
907441670_37480329965,182575
617637407_87669657541,182591
696975218_84834792832,182739
639107388_13057967129,182739
613600013_91487221925,183077
389770536_21916526827,183287
348564832_12142209926,183399
266429455_58316287004,183713
755141168_77351620586,183720
994545451_4389975267,183855
159047793_35981922178,184127
68821728_90019804672,184211
49287014_29757242276,184211
221284434_38569269352,184216
271572379_20369892676,184396
279986352_87908045091,184701
772939797_42342242539,184963
91388533_76666444217,185096
129325964_97260991805,185553
358025551_85668218385,185553
158264550_86907099540,185675
634189203_45985046768,185881
713896476_82336024795,185963
850349077_22760023445,185963
973216426_2890139222,186246
721774323_30313819155,186550
340621471_80639122999,186612
521598983_27927471951,186857
249685513_80337575275,187308
849824651_68388684541,187326
427707380_57254061506,187498
460826062_67508634845,187547
824327020_10372883807,187837
577062211_67956533259,187901
958875642_54734088525,187902
427363502_47023973505,188427
542904725_58442083871,188807
840239916_85370810041,189053
647128697_99813483094,189267
307690259_72694380697,189299
302133762_72115601052,189571
831728806_87250458219,189572
41803373_43226580229,190001
922114257_89466820689,190197
862983901_28310090811,190246
841427104_56555152289,190580
471990764_64345844778,190598
605907937_63013185978,191300
709061851_65093267185,191300
197520091_98030642751,191373
591952769_9044741390,191619
529356271_35645067993,191749
731291586_98664270921,191877
78751674_63377325743,192049
975497944_91149211020,192160
68845033_63460884846,192386
149686290_43358231017,192518
334991769_33395325962,192577
515687819_27073318619,192577
842551439_90434260134,192654
699638167_69617628885,192775
528725177_1094975346,193054
772404257_74170913971,193111
914091259_49688552978,193111
427855156_97998822858,193303
657725802_12778623264,193305
602494605_49774821515,193457
832546525_84565059633,193613
912015113_64821940713,193835
258177811_91801613285,194066
50362969_24076134657,194329
402225114_49704008639,194470
461664170_12582927580,194686
615695201_3132756410,194784
285963790_24533456534,194816
675135809_39569170134,195080
549015467_60717364891,195166
950458511_5074986019,195310
269132825_13485605610,195446
793674443_74873740805,195455
215385412_88822623795,195455
809006495_46539515573,195655
532163966_18520578495,195714
700093487_13236519942,196053
111222193_69109143899,196103
974145946_5775804423,196286
393192469_85364860781,196531
145931534_58046966363,196635
244179683_95128036302,196675
41877629_81873711472,196865
640617277_53959160902,196988
790540588_32312672253,197335
715305813_64329214287,197374
237835666_40541585579,197518
713149856_91929336998,197560
717241296_64439756446,197793
810667224_36329511292,197955
908689719_46499947136,198652
16957609_81384614843,198773
226998790_60889692694,198857
324128208_14447527161,198932
99151920_74278554085,198932
544318037_86862929955,198935
450637728_49095680655,199386
361352667_11239667754,200308
657487617_5753401821,200352
930827149_35516532170,200372
964073678_71155464572,200598
680144002_83104112377,200598
274303550_80971079648,200604
695089666_91017093074,200648
409057811_97571240788,200698
866887762_50410599594,200707
429159140_97685267443,201225
709408265_92028572918,201392
228148175_4859084939,201394
264092144_658654441,201447
